Relative_Compactness,Surface_Area,Wall_Area,Roof_Area,Overall_Height,Orientation,Glazing_Area,Glazing_Area_Distribution,Heating_Load,Cooling_Load,Total_Load,High_Glazing,Aspect_Ratio,Orientation_enc,GAD_enc
0.71,710.5,269.5,220.5,3.5,5,0.4,1,14.58,17.47,32.05,1,1.45,3,1
0.69,735,294,220.5,3.5,2,0.4,1,14.51,16.5,31.01,1,1.42857142857143,0,1
0.69,735,294,220.5,3.5,3,0.4,1,14.7,17,31.7,1,1.42857142857143,1,1
0.69,735,294,220.5,3.5,4,0.4,1,14.42,16.87,31.29,1,1.42857142857143,2,1
0.69,735,294,220.5,3.5,5,0.4,1,14.42,17.2,31.62,1,1.42857142857143,3,1
0.66,759.5,318.5,220.5,3.5,2,0.4,1,15.23,18.14,33.37,1,1.40909090909091,0,1
0.66,759.5,318.5,220.5,3.5,3,0.4,1,15.23,18.03,33.26,1,1.40909090909091,1,1
0.66,759.5,318.5,220.5,3.5,4,0.4,1,15.23,18.14,33.37,1,1.40909090909091,2,1
0.66,759.5,318.5,220.5,3.5,5,0.4,1,15.23,17.95,33.18,1,1.40909090909091,3,1
0.64,784,343,220.5,3.5,2,0.4,1,19.52,22.72,42.24,1,1.39130434782609,0,1
0.64,784,343,220.5,3.5,3,0.4,1,19.36,22.73,42.09,1,1.39130434782609,1,1
0.64,784,343,220.5,3.5,4,0.4,1,19.48,22.72,42.2,1,1.39130434782609,2,1
0.64,784,343,220.5,3.5,5,0.4,1,19.42,22.53,41.95,1,1.39130434782609,3,1
0.62,808.5,367.5,220.5,3.5,2,0.4,1,15.09,17.2,32.29,1,1.375,0,1
0.62,808.5,367.5,220.5,3.5,3,0.4,1,17.17,17.21,34.38,1,1.375,1,1
0.62,808.5,367.5,220.5,3.5,4,0.4,1,17.14,17.15,34.29,1,1.375,2,1
0.62,808.5,367.5,220.5,3.5,5,0.4,1,17.14,17.2,34.34,1,1.375,3,1
0.98,514.5,294,110.25,7,2,0.4,2,32.82,32.96,65.78,1,1.27272727272727,0,2
0.98,514.5,294,110.25,7,3,0.4,2,32.71,33.13,65.84,1,1.27272727272727,1,2
0.98,514.5,294,110.25,7,4,0.4,2,32.24,33.94,66.18,1,1.27272727272727,2,2
0.98,514.5,294,110.25,7,5,0.4,2,32.72,33.78,66.5,1,1.27272727272727,3,2
0.9,563.5,318.5,122.5,7,2,0.4,2,35.84,38.35,74.19,1,1.27777777777778,0,2
0.9,563.5,318.5,122.5,7,3,0.4,2,36.57,35.39,71.96,1,1.27777777777778,1,2
0.9,563.5,318.5,122.5,7,4,0.4,2,36.06,34.94,71,1,1.27777777777778,2,2
0.9,563.5,318.5,122.5,7,5,0.4,2,35.69,40.66,76.35,1,1.27777777777778,3,2
0.86,588,294,147,7,2,0.4,2,32.48,35.48,67.96,1,1.33333333333333,0,2
0.86,588,294,147,7,3,0.4,2,32.74,30.53,63.27,1,1.33333333333333,1,2
0.86,588,294,147,7,4,0.4,2,32.13,32.28,64.41,1,1.33333333333333,2,2
0.86,588,294,147,7,5,0.4,2,31.64,36.86,68.5,1,1.33333333333333,3,2
0.82,612.5,318.5,147,7,2,0.4,2,28.95,30.34,59.29,1,1.31578947368421,0,2
0.82,612.5,318.5,147,7,3,0.4,2,29.49,27.93,57.42,1,1.31578947368421,1,2
0.82,612.5,318.5,147,7,4,0.4,2,28.64,28.95,57.59,1,1.31578947368421,2,2
0.82,612.5,318.5,147,7,5,0.4,2,28.01,32.92,60.93,1,1.31578947368421,3,2
0.79,637,343,147,7,2,0.4,2,41.64,45.59,87.23,1,1.3,0,2
0.79,637,343,147,7,3,0.4,2,43.1,39.41,82.51,1,1.3,1,2
0.79,637,343,147,7,4,0.4,2,42.74,38.84,81.58,1,1.3,2,2
0.79,637,343,147,7,5,0.4,2,41.92,48.03,89.95,1,1.3,3,2
0.76,661.5,416.5,122.5,7,2,0.4,2,40.78,39.48,80.26,1,1.22727272727273,0,2
0.76,661.5,416.5,122.5,7,3,0.4,2,40.15,40.4,80.55,1,1.22727272727273,1,2
0.76,661.5,416.5,122.5,7,4,0.4,2,40.57,40.47,81.04,1,1.22727272727273,2,2
0.76,661.5,416.5,122.5,7,5,0.4,2,40.42,39.7,80.12,1,1.22727272727273,3,2
0.74,686,245,220.5,3.5,2,0.4,2,14.54,16.43,30.97,1,1.47368421052632,0,2
0.74,686,245,220.5,3.5,3,0.4,2,14.45,16.93,31.38,1,1.47368421052632,1,2
0.74,686,245,220.5,3.5,4,0.4,2,14.18,16.99,31.17,1,1.47368421052632,2,2
0.74,686,245,220.5,3.5,5,0.4,2,14.5,17.03,31.53,1,1.47368421052632,3,2
0.71,710.5,269.5,220.5,3.5,2,0.4,2,14.7,16.77,31.47,1,1.45,0,2
0.71,710.5,269.5,220.5,3.5,3,0.4,2,14.66,17.37,32.03,1,1.45,1,2
0.71,710.5,269.5,220.5,3.5,4,0.4,2,14.4,17.27,31.67,1,1.45,2,2
0.71,710.5,269.5,220.5,3.5,5,0.4,2,14.71,17.51,32.22,1,1.45,3,2
0.69,735,294,220.5,3.5,2,0.4,2,14.75,16.44,31.19,1,1.42857142857143,0,2
0.69,735,294,220.5,3.5,3,0.4,2,14.71,17.01,31.72,1,1.42857142857143,1,2
0.69,735,294,220.5,3.5,4,0.4,2,14.33,17.23,31.56,1,1.42857142857143,2,2
0.69,735,294,220.5,3.5,5,0.4,2,14.62,17.22,31.84,1,1.42857142857143,3,2
0.66,759.5,318.5,220.5,3.5,2,0.4,2,15.34,17.85,33.19,1,1.40909090909091,0,2
0.66,759.5,318.5,220.5,3.5,3,0.4,2,15.29,17.89,33.18,1,1.40909090909091,1,2
0.66,759.5,318.5,220.5,3.5,4,0.4,2,15.09,18.36,33.45,1,1.40909090909091,2,2
0.66,759.5,318.5,220.5,3.5,5,0.4,2,15.3,18.15,33.45,1,1.40909090909091,3,2
0.64,784,343,220.5,3.5,2,0.4,2,19.2,21.72,40.92,1,1.39130434782609,0,2
0.64,784,343,220.5,3.5,3,0.4,2,18.88,22.07,40.95,1,1.39130434782609,1,2
0.64,784,343,220.5,3.5,4,0.4,2,18.9,22.09,40.99,1,1.39130434782609,2,2
0.64,784,343,220.5,3.5,5,0.4,2,19.12,21.93,41.05,1,1.39130434782609,3,2
0.62,808.5,367.5,220.5,3.5,2,0.4,2,16.76,17.36,34.12,1,1.375,0,2
0.62,808.5,367.5,220.5,3.5,3,0.4,2,17.23,17.38,34.61,1,1.375,1,2
0.62,808.5,367.5,220.5,3.5,4,0.4,2,17.26,16.86,34.12,1,1.375,2,2
0.62,808.5,367.5,220.5,3.5,5,0.4,2,17.15,16.99,34.14,1,1.375,3,2
0.98,514.5,294,110.25,7,2,0.4,3,32.82,32.78,65.6,1,1.27272727272727,0,3
0.98,514.5,294,110.25,7,3,0.4,3,32.69,33.24,65.93,1,1.27272727272727,1,3
0.98,514.5,294,110.25,7,4,0.4,3,32.23,33.86,66.09,1,1.27272727272727,2,3
0.98,514.5,294,110.25,7,5,0.4,3,32.75,34,66.75,1,1.27272727272727,3,3
0.9,563.5,318.5,122.5,7,2,0.4,3,34.24,37.26,71.5,1,1.27777777777778,0,3
0.9,563.5,318.5,122.5,7,3,0.4,3,34.95,35.04,69.99,1,1.27777777777778,1,3
0.9,563.5,318.5,122.5,7,4,0.4,3,35.05,33.82,68.87,1,1.27777777777778,2,3
0.9,563.5,318.5,122.5,7,5,0.4,3,34.29,33.31,67.6,1,1.27777777777778,3,3
0.86,588,294,147,7,2,0.4,3,31.28,35.22,66.5,1,1.33333333333333,0,3
0.86,588,294,147,7,3,0.4,3,32.12,34.7,66.82,1,1.33333333333333,1,3
0.86,588,294,147,7,4,0.4,3,32.05,30.11,62.16,1,1.33333333333333,2,3
0.86,588,294,147,7,5,0.4,3,31.84,31.6,63.44,1,1.33333333333333,3,3
0.82,612.5,318.5,147,7,2,0.4,3,28.67,32.43,61.1,1,1.31578947368421,0,3
0.82,612.5,318.5,147,7,3,0.4,3,29.67,30.65,60.32,1,1.31578947368421,1,3
0.82,612.5,318.5,147,7,4,0.4,3,29.47,29.77,59.24,1,1.31578947368421,2,3
0.82,612.5,318.5,147,7,5,0.4,3,28.91,29.64,58.55,1,1.31578947368421,3,3
0.79,637,343,147,7,2,0.4,3,41.26,46.44,87.7,1,1.3,0,3
0.79,637,343,147,7,3,0.4,3,41.3,44.18,85.48,1,1.3,1,3
0.79,637,343,147,7,4,0.4,3,42.49,38.81,81.3,1,1.3,2,3
0.79,637,343,147,7,5,0.4,3,42.08,38.23,80.31,1,1.3,3,3
0.76,661.5,416.5,122.5,7,2,0.4,3,39.32,38.17,77.49,1,1.22727272727273,0,3
0.76,661.5,416.5,122.5,7,3,0.4,3,39.84,38.48,78.32,1,1.22727272727273,1,3
0.76,661.5,416.5,122.5,7,4,0.4,3,38.89,39.66,78.55,1,1.22727272727273,2,3
0.76,661.5,416.5,122.5,7,5,0.4,3,39.68,40.1,79.78,1,1.22727272727273,3,3
0.74,686,245,220.5,3.5,2,0.4,3,13.97,16.08,30.05,1,1.47368421052632,0,3
0.74,686,245,220.5,3.5,3,0.4,3,14.22,15.39,29.61,1,1.47368421052632,1,3
0.74,686,245,220.5,3.5,4,0.4,3,14.1,16.57,30.67,1,1.47368421052632,2,3
0.74,686,245,220.5,3.5,5,0.4,3,13.78,16.6,30.38,1,1.47368421052632,3,3
0.71,710.5,269.5,220.5,3.5,2,0.4,3,14.07,16.11,30.18,1,1.45,0,3
0.71,710.5,269.5,220.5,3.5,3,0.4,3,14.03,15.47,29.5,1,1.45,1,3
0.71,710.5,269.5,220.5,3.5,4,0.4,3,13.94,16.7,30.64,1,1.45,2,3
0.71,710.5,269.5,220.5,3.5,5,0.4,3,13.86,16.1,29.96,1,1.45,3,3
0.69,735,294,220.5,3.5,2,0.4,3,14.32,16.35,30.67,1,1.42857142857143,0,3
0.69,735,294,220.5,3.5,3,0.4,3,14.56,15.84,30.4,1,1.42857142857143,1,3
0.69,735,294,220.5,3.5,4,0.4,3,14.33,16.99,31.32,1,1.42857142857143,2,3
0.69,735,294,220.5,3.5,5,0.4,3,14.08,17.02,31.1,1,1.42857142857143,3,3
0.66,759.5,318.5,220.5,3.5,2,0.4,3,15.16,17.04,32.2,1,1.40909090909091,0,3
0.66,759.5,318.5,220.5,3.5,3,0.4,3,15.18,17.63,32.81,1,1.40909090909091,1,3
0.66,759.5,318.5,220.5,3.5,4,0.4,3,14.72,18.1,32.82,1,1.40909090909091,2,3
0.66,759.5,318.5,220.5,3.5,5,0.4,3,14.9,18.22,33.12,1,1.40909090909091,3,3
0.64,784,343,220.5,3.5,2,0.4,3,18.48,20.78,39.26,1,1.39130434782609,0,3
0.64,784,343,220.5,3.5,3,0.4,3,18.71,20.72,39.43,1,1.39130434782609,1,3
0.64,784,343,220.5,3.5,4,0.4,3,18.48,21.54,40.02,1,1.39130434782609,2,3
0.64,784,343,220.5,3.5,5,0.4,3,18.46,21.53,39.99,1,1.39130434782609,3,3
0.62,808.5,367.5,220.5,3.5,2,0.4,3,16.47,16.9,33.37,1,1.375,0,3
0.62,808.5,367.5,220.5,3.5,3,0.4,3,16.35,17.14,33.49,1,1.375,1,3
0.62,808.5,367.5,220.5,3.5,4,0.4,3,16.55,16.56,33.11,1,1.375,2,3
0.62,808.5,367.5,220.5,3.5,5,0.4,3,16.74,16,32.74,1,1.375,3,3
0.98,514.5,294,110.25,7,2,0.4,4,32.85,32.95,65.8,1,1.27272727272727,0,4
0.98,514.5,294,110.25,7,3,0.4,4,32.67,33.06,65.73,1,1.27272727272727,1,4
0.98,514.5,294,110.25,7,4,0.4,4,32.21,33.95,66.16,1,1.27272727272727,2,4
0.98,514.5,294,110.25,7,5,0.4,4,32.74,33.88,66.62,1,1.27272727272727,3,4
0.9,563.5,318.5,122.5,7,2,0.4,4,36.45,33.98,70.43,1,1.27777777777778,0,4
0.9,563.5,318.5,122.5,7,3,0.4,4,35.73,39.92,75.65,1,1.27777777777778,1,4
0.9,563.5,318.5,122.5,7,4,0.4,4,35.4,39.22,74.62,1,1.27777777777778,2,4
0.9,563.5,318.5,122.5,7,5,0.4,4,36.57,36.1,72.67,1,1.27777777777778,3,4
0.86,588,294,147,7,2,0.4,4,32.38,31.53,63.91,1,1.33333333333333,0,4
0.86,588,294,147,7,3,0.4,4,31.66,36.2,67.86,1,1.33333333333333,1,4
0.86,588,294,147,7,4,0.4,4,32.15,36.21,68.36,1,1.33333333333333,2,4
0.86,588,294,147,7,5,0.4,4,32.75,31,63.75,1,1.33333333333333,3,4
0.82,612.5,318.5,147,7,2,0.4,4,28.93,28.2,57.13,1,1.31578947368421,0,4
0.82,612.5,318.5,147,7,3,0.4,4,28.05,32.35,60.4,1,1.31578947368421,1,4
0.82,612.5,318.5,147,7,4,0.4,4,28.64,31.14,59.78,1,1.31578947368421,2,4
0.82,612.5,318.5,147,7,5,0.4,4,29.52,28.43,57.95,1,1.31578947368421,3,4
0.79,637,343,147,7,2,0.4,4,42.77,38.33,81.1,1,1.3,0,4
0.79,637,343,147,7,3,0.4,4,41.73,47.59,89.32,1,1.3,1,4
0.79,637,343,147,7,4,0.4,4,41.32,46.23,87.55,1,1.3,2,4
0.79,637,343,147,7,5,0.4,4,42.96,39.56,82.52,1,1.3,3,4
0.76,661.5,416.5,122.5,7,2,0.4,4,40.68,40.36,81.04,1,1.22727272727273,0,4
0.76,661.5,416.5,122.5,7,3,0.4,4,40.4,39.67,80.07,1,1.22727272727273,1,4
0.76,661.5,416.5,122.5,7,4,0.4,4,40.6,39.85,80.45,1,1.22727272727273,2,4
0.76,661.5,416.5,122.5,7,5,0.4,4,40.11,40.77,80.88,1,1.22727272727273,3,4
0.74,686,245,220.5,3.5,2,0.4,4,14.37,16.61,30.98,1,1.47368421052632,0,4
0.74,686,245,220.5,3.5,3,0.4,4,14.48,16.74,31.22,1,1.47368421052632,1,4
0.74,686,245,220.5,3.5,4,0.4,4,14.32,16.9,31.22,1,1.47368421052632,2,4
0.74,686,245,220.5,3.5,5,0.4,4,14.44,17.32,31.76,1,1.47368421052632,3,4
0.71,710.5,269.5,220.5,3.5,2,0.4,4,14.6,16.85,31.45,1,1.45,0,4
0.71,710.5,269.5,220.5,3.5,3,0.4,4,14.7,17.2,31.9,1,1.45,1,4
0.71,710.5,269.5,220.5,3.5,4,0.4,4,14.47,17.23,31.7,1,1.45,2,4
0.71,710.5,269.5,220.5,3.5,5,0.4,4,14.66,17.74,32.4,1,1.45,3,4
0.69,735,294,220.5,3.5,2,0.4,4,14.54,16.81,31.35,1,1.42857142857143,0,4
0.69,735,294,220.5,3.5,3,0.4,4,14.62,16.88,31.5,1,1.42857142857143,1,4
0.69,735,294,220.5,3.5,4,0.4,4,14.53,16.9,31.43,1,1.42857142857143,2,4
0.69,735,294,220.5,3.5,5,0.4,4,14.71,17.39,32.1,1,1.42857142857143,3,4
0.66,759.5,318.5,220.5,3.5,2,0.4,4,15.34,17.86,33.2,1,1.40909090909091,0,4
0.66,759.5,318.5,220.5,3.5,3,0.4,4,15.29,17.82,33.11,1,1.40909090909091,1,4
0.66,759.5,318.5,220.5,3.5,4,0.4,4,15.09,18.36,33.45,1,1.40909090909091,2,4
0.66,759.5,318.5,220.5,3.5,5,0.4,4,15.3,18.24,33.54,1,1.40909090909091,3,4
0.64,784,343,220.5,3.5,2,0.4,4,19.06,21.68,40.74,1,1.39130434782609,0,4
0.64,784,343,220.5,3.5,3,0.4,4,19.13,21.54,40.67,1,1.39130434782609,1,4
0.64,784,343,220.5,3.5,4,0.4,4,19,22.25,41.25,1,1.39130434782609,2,4
0.64,784,343,220.5,3.5,5,0.4,4,18.84,22.49,41.33,1,1.39130434782609,3,4
0.62,808.5,367.5,220.5,3.5,2,0.4,4,16.44,17.1,33.54,1,1.375,0,4
0.62,808.5,367.5,220.5,3.5,3,0.4,4,16.9,16.79,33.69,1,1.375,1,4
0.62,808.5,367.5,220.5,3.5,4,0.4,4,16.94,16.58,33.52,1,1.375,2,4
0.62,808.5,367.5,220.5,3.5,5,0.4,4,16.77,16.79,33.56,1,1.375,3,4
0.98,514.5,294,110.25,7,2,0.4,5,32.84,32.88,65.72,1,1.27272727272727,0,5
0.98,514.5,294,110.25,7,3,0.4,5,32.72,33.23,65.95,1,1.27272727272727,1,5
0.98,514.5,294,110.25,7,4,0.4,5,32.21,33.76,65.97,1,1.27272727272727,2,5
0.98,514.5,294,110.25,7,5,0.4,5,32.73,34.01,66.74,1,1.27272727272727,3,5
0.9,563.5,318.5,122.5,7,2,0.4,5,35.67,33.94,69.61,1,1.27777777777778,0,5
0.9,563.5,318.5,122.5,7,3,0.4,5,35.01,33.14,68.15,1,1.27777777777778,1,5
0.9,563.5,318.5,122.5,7,4,0.4,5,34.72,38.79,73.51,1,1.27777777777778,2,5
0.9,563.5,318.5,122.5,7,5,0.4,5,35.24,37.27,72.51,1,1.27777777777778,3,5
0.86,588,294,147,7,2,0.4,5,32.31,29.69,62,1,1.33333333333333,0,5
0.86,588,294,147,7,3,0.4,5,31.81,31.2,63.01,1,1.33333333333333,1,5
0.86,588,294,147,7,4,0.4,5,31.12,36.26,67.38,1,1.33333333333333,2,5
0.86,588,294,147,7,5,0.4,5,32.06,35.71,67.77,1,1.33333333333333,3,5
0.82,612.5,318.5,147,7,2,0.4,5,30,29.93,59.93,1,1.31578947368421,0,5
0.82,612.5,318.5,147,7,3,0.4,5,29.5,29.56,59.06,1,1.31578947368421,1,5
0.82,612.5,318.5,147,7,4,0.4,5,29.06,33.84,62.9,1,1.31578947368421,2,5
0.82,612.5,318.5,147,7,5,0.4,5,29.92,32.54,62.46,1,1.31578947368421,3,5
0.79,637,343,147,7,2,0.4,5,42.11,38.56,80.67,1,1.3,0,5
0.79,637,343,147,7,3,0.4,5,41.96,37.7,79.66,1,1.3,1,5
0.79,637,343,147,7,4,0.4,5,41.09,47.01,88.1,1,1.3,2,5
0.79,637,343,147,7,5,0.4,5,40.79,44.87,85.66,1,1.3,3,5
0.76,661.5,416.5,122.5,7,2,0.4,5,38.82,39.37,78.19,1,1.22727272727273,0,5
0.76,661.5,416.5,122.5,7,3,0.4,5,39.72,39.8,79.52,1,1.22727272727273,1,5
0.76,661.5,416.5,122.5,7,4,0.4,5,39.31,37.79,77.1,1,1.22727272727273,2,5
0.76,661.5,416.5,122.5,7,5,0.4,5,39.86,38.18,78.04,1,1.22727272727273,3,5
0.74,686,245,220.5,3.5,2,0.4,5,14.41,16.69,31.1,1,1.47368421052632,0,5
0.74,686,245,220.5,3.5,3,0.4,5,14.19,16.62,30.81,1,1.47368421052632,1,5
0.74,686,245,220.5,3.5,4,0.4,5,14.17,16.94,31.11,1,1.47368421052632,2,5
0.74,686,245,220.5,3.5,5,0.4,5,14.39,16.7,31.09,1,1.47368421052632,3,5
0.71,710.5,269.5,220.5,3.5,2,0.4,5,12.43,15.59,28.02,1,1.45,0,5
0.71,710.5,269.5,220.5,3.5,3,0.4,5,12.63,14.58,27.21,1,1.45,1,5
0.71,710.5,269.5,220.5,3.5,4,0.4,5,12.76,15.33,28.09,1,1.45,2,5
0.71,710.5,269.5,220.5,3.5,5,0.4,5,12.42,15.31,27.73,1,1.45,3,5
0.69,735,294,220.5,3.5,2,0.4,5,14.12,16.63,30.75,1,1.42857142857143,0,5
0.69,735,294,220.5,3.5,3,0.4,5,14.28,15.87,30.15,1,1.42857142857143,1,5
0.69,735,294,220.5,3.5,4,0.4,5,14.37,16.54,30.91,1,1.42857142857143,2,5
0.69,735,294,220.5,3.5,5,0.4,5,14.21,16.74,30.95,1,1.42857142857143,3,5
0.66,759.5,318.5,220.5,3.5,2,0.4,5,14.96,17.64,32.6,1,1.40909090909091,0,5
0.66,759.5,318.5,220.5,3.5,3,0.4,5,14.92,17.79,32.71,1,1.40909090909091,1,5
0.66,759.5,318.5,220.5,3.5,4,0.4,5,14.92,17.55,32.47,1,1.40909090909091,2,5
0.66,759.5,318.5,220.5,3.5,5,0.4,5,15.16,18.06,33.22,1,1.40909090909091,3,5
0.64,784,343,220.5,3.5,2,0.4,5,17.69,20.82,38.51,1,1.39130434782609,0,5
0.64,784,343,220.5,3.5,3,0.4,5,18.19,20.21,38.4,1,1.39130434782609,1,5
0.64,784,343,220.5,3.5,4,0.4,5,18.16,20.71,38.87,1,1.39130434782609,2,5
0.64,784,343,220.5,3.5,5,0.4,5,17.88,21.4,39.28,1,1.39130434782609,3,5
0.62,808.5,367.5,220.5,3.5,2,0.4,5,16.54,16.88,33.42,1,1.375,0,5
0.62,808.5,367.5,220.5,3.5,3,0.4,5,16.44,17.11,33.55,1,1.375,1,5
0.62,808.5,367.5,220.5,3.5,4,0.4,5,16.48,16.61,33.09,1,1.375,2,5
0.62,808.5,367.5,220.5,3.5,5,0.4,5,16.64,16.03,32.67,1,1.375,3,5
